Cross Section Points:
Section_Index, Point_Index, X, Y, Z
23, 99, 10.80, 28.09, 0.69
24, 0, 10.88, 28.53, 0.00
24, 1, 10.86, 28.54, -0.69
24, 2, 10.79, 28.55, -1.37
24, 3, 10.69, 28.58, -2.05
24, 4, 10.55, 28.62, -2.72
24, 5, 10.36, 28.68, -3.38
24, 6, 10.14, 28.74, -4.03
24, 7, 9.88, 28.81, -4.66
24, 8, 9.57, 28.90, -5.27
24, 9, 9.24, 28.99, -5.86
24, 10, 8.87, 29.10, -6.43
24, 11, 8.46, 29.21, -6.97
24, 12, 8.02, 29.33, -7.49
24, 13, 7.56, 29.46, -7.97
24, 14, 7.06, 29.60, -8.43
24, 15, 6.54, 29.75, -8.85
24, 16, 5.99, 29.90, -9.23
24, 17, 5.42, 30.06, -9.58
24, 18, 4.83, 30.23, -9.89
24, 19, 4.23, 30.40, -10.17
24, 20, 3.60, 30.58, -10.40
24, 21, 2.97, 30.75, -10.59
24, 22, 2.32, 30.94, -10.74
24, 23, 1.67, 31.12, -10.85
24, 24, 1.01, 31.30, -10.91
24, 25, 0.35, 31.49, -10.93
24, 26, -0.31, 31.68, -10.91
24, 27, -0.97, 31.86, -10.85
24, 28, -1.62, 32.04, -10.74
24, 29, -2.27, 32.23, -10.59
24, 30, -2.90, 32.40, -10.40
24, 31, -3.53, 32.58, -10.17
24, 32, -4.13, 32.75, -9.89
24, 33, -4.72, 32.92, -9.58
24, 34, -5.29, 33.08, -9.23
24, 35, -5.84, 33.23, -8.85
24, 36, -6.36, 33.38, -8.43
24, 37, -6.86, 33.52, -7.97
24, 38, -7.32, 33.65, -7.49
24, 39, -7.76, 33.77, -6.97
24, 40, -8.17, 33.88, -6.43
24, 41, -8.54, 33.99, -5.86
24, 42, -8.87, 34.08, -5.27
24, 43, -9.18, 34.17, -4.66
24, 44, -9.44, 34.24, -4.03
24, 45, -9.66, 34.30, -3.38
24, 46, -9.85, 34.36, -2.72
24, 47, -9.99, 34.40, -2.05
24, 48, -10.09, 34.43, -1.37
24, 49, -10.16, 34.44, -0.69
24, 50, -10.18, 34.45, 0.00
24, 51, -10.16, 34.44, 0.69
24, 52, -10.09, 34.43, 1.37
24, 53, -9.99, 34.40, 2.05
24, 54, -9.85, 34.36, 2.72
24, 55, -9.66, 34.30, 3.38
24, 56, -9.44, 34.24, 4.03
24, 57, -9.18, 34.17, 4.66
24, 58, -8.87, 34.08, 5.27
24, 59, -8.54, 33.99, 5.86
24, 60, -8.17, 33.88, 6.43
24, 61, -7.76, 33.77, 6.97
24, 62, -7.32, 33.65, 7.49
24, 63, -6.86, 33.52, 7.97
24, 64, -6.36, 33.38, 8.43
24, 65, -5.84, 33.23, 8.85
24, 66, -5.29, 33.08, 9.23
24, 67, -4.72, 32.92, 9.58
24, 68, -4.13, 32.75, 9.89
24, 69, -3.53, 32.58, 10.17
24, 70, -2.90, 32.40, 10.40
24, 71, -2.27, 32.23, 10.59
24, 72, -1.62, 32.04, 10.74
24, 73, -0.97, 31.86, 10.85
24, 74, -0.31, 31.68, 10.91
24, 75, 0.35, 31.49, 10.93
24, 76, 1.01, 31.30, 10.91
24, 77, 1.67, 31.12, 10.85
24, 78, 2.32, 30.94, 10.74
24, 79, 2.97, 30.75, 10.59
24, 80, 3.60, 30.58, 10.40
24, 81, 4.23, 30.40, 10.17
24, 82, 4.83, 30.23, 9.89
24, 83, 5.42, 30.06, 9.58
24, 84, 5.99, 29.90, 9.23
24, 85, 6.54, 29.75, 8.85
24, 86, 7.06, 29.60, 8.43
24, 87, 7.56, 29.46, 7.97
24, 88, 8.02, 29.33, 7.49
24, 89, 8.46, 29.21, 6.97
24, 90, 8.87, 29.10, 6.43
24, 91, 9.24, 28.99, 5.86
24, 92, 9.57, 28.90, 5.27
24, 93, 9.88, 28.81, 4.66
24, 94, 10.14, 28.74, 4.03
24, 95, 10.36, 28.68, 3.38
24, 96, 10.55, 28.62, 2.72
24, 97, 10.69, 28.58, 2.05
24, 98, 10.79, 28.55, 1.37
24, 99, 10.86, 28.54, 0.69
25, 0, 10.97, 29.01, 0.00
25, 1, 10.95, 29.02, -0.68
25, 2, 10.88, 29.04, -1.36
25, 3, 10.78, 29.08, -2.04
25, 4, 10.64, 29.13, -2.70
25, 5, 10.46, 29.19, -3.36
25, 6, 10.25, 29.27, -4.00
25, 7, 9.99, 29.36, -4.63
25, 8, 9.70, 29.47, -5.23
25, 9, 9.37, 29.58, -5.82
25, 10, 9.01, 29.71, -6.39
25, 11, 8.62, 29.86, -6.93
25, 12, 8.19, 30.01, -7.44
25, 13, 7.74, 30.17, -7.92
25, 14, 7.26, 30.35, -8.37
25, 15, 6.75, 30.53, -8.79
25, 16, 6.22, 30.72, -9.17
25, 17, 5.67, 30.92, -9.52
25, 18, 5.10, 31.13, -9.83
25, 19, 4.51, 31.34, -10.10
25, 20, 3.90, 31.56, -10.33
25, 21, 3.28, 31.78, -10.52
25, 22, 2.66, 32.00, -10.67
25, 23, 2.02, 32.23, -10.78
25, 24, 1.38, 32.46, -10.84
25, 25, 0.74, 32.69, -10.87
25, 26, 0.10, 32.92, -10.84
25, 27, -0.54, 33.16, -10.78
25, 28, -1.17, 33.38, -10.67
25, 29, -1.80, 33.61, -10.52
25, 30, -2.42, 33.83, -10.33
25, 31, -3.02, 34.05, -10.10
25, 32, -3.61, 34.26, -9.83
25, 33, -4.18, 34.47, -9.52
25, 34, -4.73, 34.67, -9.17
25, 35, -5.27, 34.86, -8.79
25, 36, -5.77, 35.04, -8.37
25, 37, -6.26, 35.21, -7.92
25, 38, -6.71, 35.38, -7.44
25, 39, -7.13, 35.53, -6.93
25, 40, -7.53, 35.67, -6.39
25, 41, -7.89, 35.80, -5.82
25, 42, -8.22, 35.92, -5.23
25, 43, -8.51, 36.03, -4.63
25, 44, -8.76, 36.12, -4.00
25, 45, -8.98, 36.20, -3.36
25, 46, -9.16, 36.26, -2.70
25, 47, -9.30, 36.31, -2.04
25, 48, -9.40, 36.35, -1.36
25, 49, -9.46, 36.37, -0.68
25, 50, -9.48, 36.38, 0.00
25, 51, -9.46, 36.37, 0.68
25, 52, -9.40, 36.35, 1.36
25, 53, -9.30, 36.31, 2.04
25, 54, -9.16, 36.26, 2.70
25, 55, -8.98, 36.20, 3.36
25, 56, -8.76, 36.12, 4.00
25, 57, -8.51, 36.03, 4.63
25, 58, -8.22, 35.92, 5.23
25, 59, -7.89, 35.80, 5.82
25, 60, -7.53, 35.67, 6.39
25, 61, -7.13, 35.53, 6.93
25, 62, -6.71, 35.38, 7.44
25, 63, -6.26, 35.21, 7.92
25, 64, -5.77, 35.04, 8.37
25, 65, -5.27, 34.86, 8.79
25, 66, -4.73, 34.67, 9.17
25, 67, -4.18, 34.47, 9.52
25, 68, -3.61, 34.26, 9.83
25, 69, -3.02, 34.05, 10.10
25, 70, -2.42, 33.83, 10.33
25, 71, -1.80, 33.61, 10.52
25, 72, -1.17, 33.38, 10.67
25, 73, -0.54, 33.16, 10.78
25, 74, 0.10, 32.92, 10.84
25, 75, 0.74, 32.69, 10.87
25, 76, 1.38, 32.46, 10.84
25, 77, 2.02, 32.23, 10.78
25, 78, 2.66, 32.00, 10.67
25, 79, 3.28, 31.78, 10.52
25, 80, 3.90, 31.56, 10.33
25, 81, 4.51, 31.34, 10.10
25, 82, 5.10, 31.13, 9.83
25, 83, 5.67, 30.92, 9.52
25, 84, 6.22, 30.72, 9.17
25, 85, 6.75, 30.53, 8.79
25, 86, 7.26, 30.35, 8.37
25, 87, 7.74, 30.17, 7.92
25, 88, 8.19, 30.01, 7.44
25, 89, 8.62, 29.86, 6.93
25, 90, 9.01, 29.71, 6.39
25, 91, 9.37, 29.58, 5.82
25, 92, 9.70, 29.47, 5.23
25, 93, 9.99, 29.36, 4.63
25, 94, 10.25, 29.27, 4.00
25, 95, 10.46, 29.19, 3.36
25, 96, 10.64, 29.13, 2.70
25, 97, 10.78, 29.08, 2.04
25, 98, 10.88, 29.04, 1.36
25, 99, 10.95, 29.02, 0.68
26, 0, 11.11, 29.57, 0.00
26, 1, 11.09, 29.58, -0.68
26, 2, 11.04, 29.61, -1.35
26, 3, 10.94, 29.65, -2.02
26, 4, 10.80, 29.71, -2.68
26, 5, 10.63, 29.78, -3.33
26, 6, 10.42, 29.88, -3.97
26, 7, 10.17, 29.98, -4.59
26, 8, 9.89, 30.11, -5.20
26, 9, 9.57, 30.24, -5.78
26, 10, 9.22, 30.40, -6.34
26, 11, 8.84, 30.56, -6.88
26, 12, 8.43, 30.74, -7.39
26, 13, 7.99, 30.93, -7.86
26, 14, 7.53, 31.13, -8.31
26, 15, 7.03, 31.35, -8.73
26, 16, 6.52, 31.57, -9.11
26, 17, 5.99, 31.80, -9.45
26, 18, 5.43, 32.04, -9.76
26, 19, 4.86, 32.29, -10.03
26, 20, 4.28, 32.55, -10.26
26, 21, 3.68, 32.80, -10.45
26, 22, 3.07, 33.07, -10.60
26, 23, 2.46, 33.33, -10.70
26, 24, 1.84, 33.60, -10.77
26, 25, 1.22, 33.87, -10.79
26, 26, 0.60, 34.14, -10.77
26, 27, -0.02, 34.41, -10.70
26, 28, -0.64, 34.68, -10.60
26, 29, -1.24, 34.94, -10.45
26, 30, -1.84, 35.20, -10.26
26, 31, -2.42, 35.46, -10.03
26, 32, -2.99, 35.70, -9.76
26, 33, -3.55, 35.95, -9.45
26, 34, -4.08, 36.18, -9.11
26, 35, -4.60, 36.40, -8.73
26, 36, -5.09, 36.61, -8.31
26, 37, -5.55, 36.82, -7.86
26, 38, -5.99, 37.01, -7.39
26, 39, -6.41, 37.19, -6.88
26, 40, -6.79, 37.35, -6.34
26, 41, -7.14, 37.50, -5.78
26, 42, -7.45, 37.64, -5.20
26, 43, -7.73, 37.76, -4.59
26, 44, -7.98, 37.87, -3.97
26, 45, -8.19, 37.96, -3.33
26, 46, -8.36, 38.04, -2.68
26, 47, -8.50, 38.10, -2.02
26, 48, -8.60, 38.14, -1.35
26, 49, -8.66, 38.16, -0.68
26, 50, -8.68, 38.17, 0.00
26, 51, -8.66, 38.16, 0.68
26, 52, -8.60, 38.14, 1.35
26, 53, -8.50, 38.10, 2.02
26, 54, -8.36, 38.04, 2.68
26, 55, -8.19, 37.96, 3.33
26, 56, -7.98, 37.87, 3.97
26, 57, -7.73, 37.76, 4.59
26, 58, -7.45, 37.64, 5.20
26, 59, -7.14, 37.50, 5.78
26, 60, -6.79, 37.35, 6.34
26, 61, -6.41, 37.19, 6.88
26, 62, -5.99, 37.01, 7.39
26, 63, -5.55, 36.82, 7.86
26, 64, -5.09, 36.61, 8.31
26, 65, -4.60, 36.40, 8.73
26, 66, -4.08, 36.18, 9.11
26, 67, -3.55, 35.95, 9.45
26, 68, -2.99, 35.70, 9.76
26, 69, -2.42, 35.46, 10.03
26, 70, -1.84, 35.20, 10.26
26, 71, -1.24, 34.94, 10.45
26, 72, -0.64, 34.68, 10.60
26, 73, -0.02, 34.41, 10.70
26, 74, 0.60, 34.14, 10.77
26, 75, 1.22, 33.87, 10.79
26, 76, 1.84, 33.60, 10.77
26, 77, 2.46, 33.33, 10.70
26, 78, 3.07, 33.07, 10.60
26, 79, 3.68, 32.80, 10.45
26, 80, 4.28, 32.55, 10.26
26, 81, 4.86, 32.29, 10.03
26, 82, 5.43, 32.04, 9.76
26, 83, 5.99, 31.80, 9.45
26, 84, 6.52, 31.57, 9.11
26, 85, 7.03, 31.35, 8.73
26, 86, 7.53, 31.13, 8.31
26, 87, 7.99, 30.93, 7.86
26, 88, 8.43, 30.74, 7.39
26, 89, 8.84, 30.56, 6.88
26, 90, 9.22, 30.40, 6.34
26, 91, 9.57, 30.24, 5.78
26, 92, 9.89, 30.11, 5.20
26, 93, 10.17, 29.98, 4.59
26, 94, 10.42, 29.88, 3.97
26, 95, 10.63, 29.78, 3.33
26, 96, 10.80, 29.71, 2.68
26, 97, 10.94, 29.65, 2.02
26, 98, 11.04, 29.61, 1.35
26, 99, 11.09, 29.58, 0.68
27, 0, 11.34, 30.22, 0.00
27, 1, 11.32, 30.23, -0.67
27, 2, 11.26, 30.26, -1.34
27, 3, 11.17, 30.31, -2.01
27, 4, 11.04, 30.38, -2.66
27, 5, 10.87, 30.46, -3.31
27, 6, 10.67, 30.56, -3.94
27, 7, 10.43, 30.68, -4.56
27, 8, 10.15, 30.82, -5.16
27, 9, 9.85, 30.97, -5.74
27, 10, 9.51, 31.14, -6.29
27, 11, 9.14, 31.33, -6.83
27, 12, 8.74, 31.53, -7.33
27, 13, 8.32, 31.74, -7.81
27, 14, 7.87, 31.97, -8.25
27, 15, 7.39, 32.21, -8.66
27, 16, 6.90, 32.46, -9.04
27, 17, 6.38, 32.72, -9.38
27, 18, 5.84, 32.99, -9.69
27, 19, 5.29, 33.26, -9.96
27, 20, 4.73, 33.55, -10.18
27, 21, 4.15, 33.84, -10.37
27, 22, 3.56, 34.13, -10.52
27, 23, 2.97, 34.43, -10.62
27, 24, 2.37, 34.73, -10.69
27, 25, 1.77, 35.03, -10.71
27, 26, 1.17, 35.34, -10.69
27, 27, 0.57, 35.64, -10.62
27, 28, -0.02, 35.93, -10.52
27, 29, -0.61, 36.23, -10.37
27, 30, -1.19, 36.52, -10.18
27, 31, -1.75, 36.80, -9.96
27, 32, -2.30, 37.08, -9.69
27, 33, -2.84, 37.35, -9.38
27, 34, -3.36, 37.61, -9.04
27, 35, -3.85, 37.86, -8.66
27, 36, -4.33, 38.10, -8.25
27, 37, -4.78, 38.32, -7.81
27, 38, -5.20, 38.54, -7.33
27, 39, -5.60, 38.74, -6.83
27, 40, -5.97, 38.92, -6.29
27, 41, -6.31, 39.09, -5.74
27, 42, -6.61, 39.25, -5.16
27, 43, -6.89, 39.38, -4.56
27, 44, -7.13, 39.50, -3.94
27, 45, -7.33, 39.61, -3.31
27, 46, -7.50, 39.69, -2.66
27, 47, -7.63, 39.76, -2.01
27, 48, -7.72, 39.80, -1.34
27, 49, -7.78, 39.83, -0.67
27, 50, -7.80, 39.84, 0.00
27, 51, -7.78, 39.83, 0.67
27, 52, -7.72, 39.80, 1.34
27, 53, -7.63, 39.76, 2.01
27, 54, -7.50, 39.69, 2.66
27, 55, -7.33, 39.61, 3.31
27, 56, -7.13, 39.50, 3.94
27, 57, -6.89, 39.38, 4.56
27, 58, -6.61, 39.25, 5.16
27, 59, -6.31, 39.09, 5.74
27, 60, -5.97, 38.92, 6.29
27, 61, -5.60, 38.74, 6.83
27, 62, -5.20, 38.54, 7.33
27, 63, -4.78, 38.32, 7.81
27, 64, -4.33, 38.10, 8.25
27, 65, -3.85, 37.86, 8.66
27, 66, -3.36, 37.61, 9.04
27, 67, -2.84, 37.35, 9.38
27, 68, -2.30, 37.08, 9.69
27, 69, -1.75, 36.80, 9.96
27, 70, -1.19, 36.52, 10.18
27, 71, -0.61, 36.23, 10.37
27, 72, -0.02, 35.93, 10.52
27, 73, 0.57, 35.64, 10.62
27, 74, 1.17, 35.34, 10.69
27, 75, 1.77, 35.03, 10.71
27, 76, 2.37, 34.73, 10.69
27, 77, 2.97, 34.43, 10.62
27, 78, 3.56, 34.13, 10.52
27, 79, 4.15, 33.84, 10.37
27, 80, 4.73, 33.55, 10.18
27, 81, 5.29, 33.26, 9.96
27, 82, 5.84, 32.99, 9.69
27, 83, 6.38, 32.72, 9.38
27, 84, 6.90, 32.46, 9.04
27, 85, 7.39, 32.21, 8.66
27, 86, 7.87, 31.97, 8.25
27, 87, 8.32, 31.74, 7.81
27, 88, 8.74, 31.53, 7.33
27, 89, 9.14, 31.33, 6.83
27, 90, 9.51, 31.14, 6.29
27, 91, 9.85, 30.97, 5.74
27, 92, 10.15, 30.82, 5.16
27, 93, 10.43, 30.68, 4.56
27, 94, 10.67, 30.56, 3.94
27, 95, 10.87, 30.46, 3.31
27, 96, 11.04, 30.38, 2.66
27, 97, 11.17, 30.31, 2.01
27, 98, 11.26, 30.26, 1.34
27, 99, 11.32, 30.23, 0.67
28, 0, 11.65, 30.96, 0.00
28, 1, 11.63, 30.97, -0.67
28, 2, 11.57, 31.00, -1.33
28, 3, 11.48, 31.05, -1.99
28, 4, 11.35, 31.12, -2.64
28, 5, 11.19, 31.21, -3.28
28, 6, 11.00, 31.32, -3.91
28, 7, 10.76, 31.45, -4.53
28, 8, 10.50, 31.60, -5.12
28, 9, 10.20, 31.77, -5.70
28, 10, 9.88, 31.95, -6.25
28, 11, 9.52, 32.15, -6.78
28, 12, 9.14, 32.37, -7.28
28, 13, 8.72, 32.60, -7.75
28, 14, 8.29, 32.85, -8.19
28, 15, 7.83, 33.11, -8.60
28, 16, 7.35, 33.38, -8.97
28, 17, 6.85, 33.66, -9.31
28, 18, 6.33, 33.95, -9.62
28, 19, 5.79, 34.25, -9.88
28, 20, 5.25, 34.56, -10.11
28, 21, 4.69, 34.88, -10.29
28, 22, 4.12, 35.20, -10.44
28, 23, 3.55, 35.52, -10.54
28, 24, 2.97, 35.85, -10.61
28, 25, 2.39, 36.18, -10.63
28, 26, 1.80, 36.50, -10.61
28, 27, 1.23, 36.83, -10.54
28, 28, 0.65, 37.15, -10.44
28, 29, 0.08, 37.47, -10.29
28, 30, -0.48, 37.79, -10.11
28, 31, -1.02, 38.10, -9.88
28, 32, -1.56, 38.40, -9.62
28, 33, -2.08, 38.69, -9.31
28, 34, -2.58, 38.97, -8.97
28, 35, -3.06, 39.24, -8.60
28, 36, -3.52, 39.50, -8.19
28, 37, -3.95, 39.75, -7.75
28, 38, -4.36, 39.98, -7.28
28, 39, -4.75, 40.20, -6.78
28, 40, -5.11, 40.40, -6.25
28, 41, -5.43, 40.58, -5.70
28, 42, -5.73, 40.75, -5.12
28, 43, -5.99, 40.90, -4.53
28, 44, -6.22, 41.03, -3.91
28, 45, -6.42, 41.14, -3.28
28, 46, -6.58, 41.23, -2.64
28, 47, -6.71, 41.30, -1.99
28, 48, -6.80, 41.35, -1.33
28, 49, -6.86, 41.38, -0.67
28, 50, -6.87, 41.39, 0.00
28, 51, -6.86, 41.38, 0.67
28, 52, -6.80, 41.35, 1.33
28, 53, -6.71, 41.30, 1.99
28, 54, -6.58, 41.23, 2.64
28, 55, -6.42, 41.14, 3.28
28, 56, -6.22, 41.03, 3.91
28, 57, -5.99, 40.90, 4.53
28, 58, -5.73, 40.75, 5.12
28, 59, -5.43, 40.58, 5.70
28, 60, -5.11, 40.40, 6.25
28, 61, -4.75, 40.20, 6.78
28, 62, -4.36, 39.98, 7.28
28, 63, -3.95, 39.75, 7.75
28, 64, -3.52, 39.50, 8.19
28, 65, -3.06, 39.24, 8.60
28, 66, -2.58, 38.97, 8.97
28, 67, -2.08, 38.69, 9.31
28, 68, -1.56, 38.40, 9.62
28, 69, -1.02, 38.10, 9.88
28, 70, -0.48, 37.79, 10.11
28, 71, 0.08, 37.47, 10.29
28, 72, 0.65, 37.15, 10.44
28, 73, 1.23, 36.83, 10.54
28, 74, 1.80, 36.50, 10.61
28, 75, 2.39, 36.18, 10.63
28, 76, 2.97, 35.85, 10.61
28, 77, 3.55, 35.52, 10.54
28, 78, 4.12, 35.20, 10.44
28, 79, 4.69, 34.88, 10.29
28, 80, 5.25, 34.56, 10.11
28, 81, 5.79, 34.25, 9.88
28, 82, 6.33, 33.95, 9.62
28, 83, 6.85, 33.66, 9.31
28, 84, 7.35, 33.38, 8.97
28, 85, 7.83, 33.11, 8.60
28, 86, 8.29, 32.85, 8.19
28, 87, 8.72, 32.60, 7.75
28, 88, 9.14, 32.37, 7.28
28, 89, 9.52, 32.15, 6.78
28, 90, 9.88, 31.95, 6.25
28, 91, 10.20, 31.77, 5.70
28, 92, 10.50, 31.60, 5.12
28, 93, 10.76, 31.45, 4.53
28, 94, 11.00, 31.32, 3.91
28, 95, 11.19, 31.21, 3.28
28, 96, 11.35, 31.12, 2.64
28, 97, 11.48, 31.05, 1.99
28, 98, 11.57, 31.00, 1.33
28, 99, 11.63, 30.97, 0.67
29, 0, 12.04, 31.76, 0.00
29, 1, 12.03, 31.77, -0.66
29, 2, 11.97, 31.81, -1.32
29, 3, 11.89, 31.86, -1.98
29, 4, 11.76, 31.94, -2.63
29, 5, 11.60, 32.03, -3.26
29, 6, 11.41, 32.15, -3.89
29, 7, 11.19, 32.29, -4.49
29, 8, 10.93, 32.45, -5.09
29, 9, 10.65, 32.62, -5.66
29, 10, 10.33, 32.82, -6.21
29, 11, 9.98, 33.03, -6.73
29, 12, 9.61, 33.26, -7.23
29, 13, 9.21, 33.51, -7.70
29, 14, 8.79, 33.77, -8.13
29, 15, 8.34, 34.05, -8.54
29, 16, 7.87, 34.33, -8.91
29, 17, 7.39, 34.63, -9.25
29, 18, 6.88, 34.94, -9.55
29, 19, 6.37, 35.26, -9.82
29, 20, 5.84, 35.59, -10.04
29, 21, 5.29, 35.92, -10.23
29, 22, 4.74, 36.26, -10.37
29, 23, 4.18, 36.61, -10.47
29, 24, 3.62, 36.95, -10.54
29, 25, 3.06, 37.30, -10.56
29, 26, 2.49, 37.65, -10.54
29, 27, 1.93, 38.00, -10.47
29, 28, 1.37, 38.34, -10.37
29, 29, 0.82, 38.68, -10.23
29, 30, 0.28, 39.01, -10.04
29, 31, -0.25, 39.34, -9.82
29, 32, -0.77, 39.66, -9.55
29, 33, -1.27, 39.97, -9.25
29, 34, -1.76, 40.27, -8.91
29, 35, -2.22, 40.56, -8.54
29, 36, -2.67, 40.83, -8.13
29, 37, -3.09, 41.09, -7.70
29, 38, -3.49, 41.34, -7.23
29, 39, -3.86, 41.57, -6.73
29, 40, -4.21, 41.78, -6.21
29, 41, -4.53, 41.98, -5.66
29, 42, -4.82, 42.16, -5.09
29, 43, -5.07, 42.32, -4.49
29, 44, -5.30, 42.45, -3.89
29, 45, -5.49, 42.57, -3.26
29, 46, -5.64, 42.67, -2.63
29, 47, -5.77, 42.74, -1.98
29, 48, -5.86, 42.80, -1.32
29, 49, -5.91, 42.83, -0.66
29, 50, -5.93, 42.84, 0.00
29, 51, -5.91, 42.83, 0.66
29, 52, -5.86, 42.80, 1.32
29, 53, -5.77, 42.74, 1.98
29, 54, -5.64, 42.67, 2.63
29, 55, -5.49, 42.57, 3.26
29, 56, -5.30, 42.45, 3.89
29, 57, -5.07, 42.32, 4.49
29, 58, -4.82, 42.16, 5.09
29, 59, -4.53, 41.98, 5.66
29, 60, -4.21, 41.78, 6.21
29, 61, -3.86, 41.57, 6.73
29, 62, -3.49, 41.34, 7.23
29, 63, -3.09, 41.09, 7.70
29, 64, -2.67, 40.83, 8.13
29, 65, -2.22, 40.56, 8.54
29, 66, -1.76, 40.27, 8.91
29, 67, -1.27, 39.97, 9.25
29, 68, -0.77, 39.66, 9.55
29, 69, -0.25, 39.34, 9.82
29, 70, 0.28, 39.01, 10.04
29, 71, 0.82, 38.68, 10.23
29, 72, 1.37, 38.34, 10.37
29, 73, 1.93, 38.00, 10.47
29, 74, 2.49, 37.65, 10.54
29, 75, 3.06, 37.30, 10.56
29, 76, 3.62, 36.95, 10.54
29, 77, 4.18, 36.61, 10.47
29, 78, 4.74, 36.26, 10.37
29, 79, 5.29, 35.92, 10.23
29, 80, 5.84, 35.59, 10.04
29, 81, 6.37, 35.26, 9.82
29, 82, 6.88, 34.94, 9.55
29, 83, 7.39, 34.63, 9.25
29, 84, 7.87, 34.33, 8.91
29, 85, 8.34, 34.05, 8.54
29, 86, 8.79, 33.77, 8.13
29, 87, 9.21, 33.51, 7.70
29, 88, 9.61, 33.26, 7.23
29, 89, 9.98, 33.03, 6.73
29, 90, 10.33, 32.82, 6.21
29, 91, 10.65, 32.62, 5.66
29, 92, 10.93, 32.45, 5.09
29, 93, 11.19, 32.29, 4.49
29, 94, 11.41, 32.15, 3.89
29, 95, 11.60, 32.03, 3.26
29, 96, 11.76, 31.94, 2.63
29, 97, 11.89, 31.86, 1.98
29, 98, 11.97, 31.81, 1.32
29, 99, 12.03, 31.77, 0.66
30, 0, 12.54, 32.63, 0.00
30, 1, 12.52, 32.64, -0.66
30, 2, 12.47, 32.67, -1.32
30, 3, 12.38, 32.73, -1.97
30, 4, 12.26, 32.81, -2.61
30, 5, 12.11, 32.91, -3.24
30, 6, 11.92, 33.03, -3.86
30, 7, 11.70, 33.18, -4.47
30, 8, 11.45, 33.34, -5.06
30, 9, 11.17, 33.53, -5.62
30, 10, 10.86, 33.73, -6.17
30, 11, 10.53, 33.96, -6.69
30, 12, 10.16, 34.20, -7.19
30, 13, 9.77, 34.45, -7.65
30, 14, 9.36, 34.73, -8.09
30, 15, 8.93, 35.01, -8.49
30, 16, 8.47, 35.32, -8.86
30, 17, 8.00, 35.63, -9.20
30, 18, 7.51, 35.95, -9.50
30, 19, 7.00, 36.29, -9.76
30, 20, 6.48, 36.63, -9.98
30, 21, 5.96, 36.98, -10.17
30, 22, 5.42, 37.33, -10.31
30, 23, 4.88, 37.69, -10.41
30, 24, 4.33, 38.05, -10.48
30, 25, 3.78, 38.42, -10.50
30, 26, 3.23, 38.78, -10.48
30, 27, 2.68, 39.14, -10.41
30, 28, 2.14, 39.50, -10.31
30, 29, 1.60, 39.86, -10.17
30, 30, 1.07, 40.21, -9.98
30, 31, 0.56, 40.55, -9.76
30, 32, 0.05, 40.88, -9.50
30, 33, -0.44, 41.21, -9.20
30, 34, -0.91, 41.52, -8.86
30, 35, -1.37, 41.82, -8.49
30, 36, -1.80, 42.11, -8.09
30, 37, -2.21, 42.38, -7.65
30, 38, -2.60, 42.64, -7.19
30, 39, -2.97, 42.88, -6.69
30, 40, -3.30, 43.10, -6.17
30, 41, -3.61, 43.30, -5.62
30, 42, -3.89, 43.49, -5.06
30, 43, -4.14, 43.65, -4.47
30, 44, -4.36, 43.80, -3.86
30, 45, -4.55, 43.92, -3.24
30, 46, -4.70, 44.02, -2.61
30, 47, -4.82, 44.10, -1.97
30, 48, -4.91, 44.16, -1.32
30, 49, -4.96, 44.19, -0.66
30, 50, -4.98, 44.21, 0.00
30, 51, -4.96, 44.19, 0.66
30, 52, -4.91, 44.16, 1.32
30, 53, -4.82, 44.10, 1.97
30, 54, -4.70, 44.02, 2.61
30, 55, -4.55, 43.92, 3.24
30, 56, -4.36, 43.80, 3.86
30, 57, -4.14, 43.65, 4.47
30, 58, -3.89, 43.49, 5.06
30, 59, -3.61, 43.30, 5.62
30, 60, -3.30, 43.10, 6.17
30, 61, -2.97, 42.88, 6.69
30, 62, -2.60, 42.64, 7.19
30, 63, -2.21, 42.38, 7.65
30, 64, -1.80, 42.11, 8.09
30, 65, -1.37, 41.82, 8.49
30, 66, -0.91, 41.52, 8.86
30, 67, -0.44, 41.21, 9.20
30, 68, 0.05, 40.88, 9.50
30, 69, 0.56, 40.55, 9.76
30, 70, 1.07, 40.21, 9.98
30, 71, 1.60, 39.86, 10.17
30, 72, 2.14, 39.50, 10.31
30, 73, 2.68, 39.14, 10.41
30, 74, 3.23, 38.78, 10.48
30, 75, 3.78, 38.42, 10.50
30, 76, 4.33, 38.05, 10.48
30, 77, 4.88, 37.69, 10.41
30, 78, 5.42, 37.33, 10.31
30, 79, 5.96, 36.98, 10.17
30, 80, 6.48, 36.63, 9.98
30, 81, 7.00, 36.29, 9.76
30, 82, 7.51, 35.95, 9.50
30, 83, 8.00, 35.63, 9.20
30, 84, 8.47, 35.32, 8.86
30, 85, 8.93, 35.01, 8.49
30, 86, 9.36, 34.73, 8.09
30, 87, 9.77, 34.45, 7.65
30, 88, 10.16, 34.20, 7.19
30, 89, 10.53, 33.96, 6.69
30, 90, 10.86, 33.73, 6.17
30, 91, 11.17, 33.53, 5.62
30, 92, 11.45, 33.34, 5.06
30, 93, 11.70, 33.18, 4.47
30, 94, 11.92, 33.03, 3.86
30, 95, 12.11, 32.91, 3.24
30, 96, 12.26, 32.81, 2.61
